"","Sigma","Type","M","Participant","Graph.Type","Error","Error..unsigned.","Index","Filepath","isValidation","mean"
"1229",0.2,"quad",0.1,"P14","scatter",0.2,0.2,80,"img/quad/scatter/s0.2m0.1/",0,0.0025
"1230",0.2,"line",-0.1,"P14","scatter",-0.1,0.1,81,"img/line/scatter/s0.2m-0.1/",0,0.0025
"1231",0.05,"quad",-0.2,"P14","scatter",0.07,0.07,82,"img/quad/scatter/s0.05m-0.2/",0,0.0025
"1232",0.15,"trig",-0.1,"P14","line",-0.15,0.15,83,"img/trig/line/s0.15m-0.1/",0,0.0025
"1233",0.05,"line",0.4,"P14","line",0.17,0.17,84,"img/line/line/s0.05m0.4/",0,0.0025
"1234",0.15,"trig",-0.2,"P14","area",-0.34,0.34,85,"img/trig/area/s0.15m-0.2/",0,0.0025
"1235",0.05,"quad",-0.2,"P14","line",0.06,0.06,86,"img/quad/line/s0.05m-0.2/",0,0.0025
"1236",0.05,"line",0.4,"P14","scatter",-0.03,0.03,87,"img/line/scatter/s0.05m0.4/",0,0.0025
"1237",0.15,"quad",-0.1,"P14","scatter",-0.17,0.17,88,"img/quad/scatter/s0.15m-0.1/",0,0.0025
"1238",0.15,"trig",0.8,"P14","line",0.08,0.08,89,"img/trig/line/s0.15m0.8/",0,0.0025
"1239",0.1,"line",0.4,"P14","scatter",0.08,0.08,90,"img/line/scatter/s0.1m0.4/",0,0.0025
"1240",0.15,"trig",0.4,"P14","area",-0.18,0.18,91,"img/trig/area/s0.15m0.4/",0,0.0025
"1241",0.05,"quad",0.8,"P14","area",0.06,0.06,92,"img/quad/area/s0.05m0.8/",0,0.0025
"1242",0.15,"line",-0.4,"P14","scatter",-0.09,0.09,93,"img/line/scatter/s0.15m-0.4/",0,0.0025
"1243",0.2,"quad",0.4,"P14","area",0.15,0.15,94,"img/quad/area/s0.2m0.4/",0,0.0025
"1244",0.1,"trig",0.1,"P14","scatter",0.24,0.24,95,"img/trig/scatter/s0.1m0.1/",0,0.0025
"1245",0.05,"line",0.1,"P14","area",0.05,0.05,96,"img/line/area/s0.05m0.1/",0,0.0025
"1246",0.15,"trig",-0.2,"P14","line",-0.22,0.22,97,"img/trig/line/s0.15m-0.2/",0,0.0025
"1247",0.2,"quad",0.2,"P14","line",0.11,0.11,98,"img/quad/line/s0.2m0.2/",0,0.0025
"1248",0.2,"line",-0.4,"P14","scatter",-0.22,0.22,99,"img/line/scatter/s0.2m-0.4/",0,0.0025
"1249",0.05,"trig",-0.8,"P16","line",-0.02,0.02,0,"img/trig/line/s0.05m-0.8/",0,0.0375
"1250",0.05,"line",0.2,"P16","area",0,0,1,"img/line/area/s0.05m0.2/",0,0.0375
"1251",0.1,"quad",-0.1,"P16","area",-0.03,0.03,2,"img/quad/area/s0.1m-0.1/",0,0.0375
"1252",0.05,"line",-0.1,"P16","area",-0.04,0.04,3,"img/line/area/s0.05m-0.1/",0,0.0375
"1253",0.1,"trig",0.1,"P16","line",0.03,0.03,4,"img/trig/line/s0.1m0.1/",0,0.0375
"1254",0.15,"quad",0.2,"P16","scatter",0.15,0.15,5,"img/quad/scatter/s0.15m0.2/",0,0.0375
"1255",0.2,"trig",-0.1,"P16","area",0.02,0.02,6,"img/trig/area/s0.2m-0.1/",0,0.0375
"1256",0.2,"line",0.2,"P16","scatter",0.42,0.42,7,"img/line/scatter/s0.2m0.2/",0,0.0375
"1257",0.05,"quad",0.1,"P16","scatter",0.02,0.02,8,"img/quad/scatter/s0.05m0.1/",0,0.0375
"1258",0.05,"line",-0.1,"P16","line",-0.02,0.02,9,"img/line/line/s0.05m-0.1/",0,0.0375
"1259",0.05,"trig",0.1,"P16","line",0.02,0.02,10,"img/trig/line/s0.05m0.1/",0,0.0375
"1260",0.15,"quad",0.4,"P16","scatter",0.16,0.16,11,"img/quad/scatter/s0.15m0.4/",0,0.0375
"1261",0.2,"trig",-0.1,"P16","line",-0.02,0.02,12,"img/trig/line/s0.2m-0.1/",0,0.0375
"1262",0.1,"line",0.1,"P16","area",0.07,0.07,13,"img/line/area/s0.1m0.1/",0,0.0375
"1263",0.1,"quad",-0.2,"P16","area",-0.06,0.06,14,"img/quad/area/s0.1m-0.2/",0,0.0375
"1264",0.2,"line",-0.4,"P16","line",-0.04,0.04,15,"img/line/line/s0.2m-0.4/",0,0.0375
"1265",0.2,"trig",-0.2,"P16","line",-0.19,0.19,16,"img/trig/line/s0.2m-0.2/",0,0.0375
"1266",0.05,"quad",0.2,"P16","scatter",0.02,0.02,17,"img/quad/scatter/s0.05m0.2/",0,0.0375
"1267",0.1,"trig",-0.1,"P16","line",-0.02,0.02,18,"img/trig/line/s0.1m-0.1/",0,0.0375
"1268",0.1,"line",0.2,"P16","scatter",0.12,0.12,20,"img/line/scatter/s0.1m0.2/",0,0.0375
"1269",0.2,"quad",-0.8,"P16","scatter",-0.18,0.18,21,"img/quad/scatter/s0.2m-0.8/",0,0.0375
"1270",0.15,"line",-0.8,"P16","line",-0.14,0.14,22,"img/line/line/s0.15m-0.8/",0,0.0375
"1271",0.05,"trig",0.8,"P16","scatter",0.01,0.01,23,"img/trig/scatter/s0.05m0.8/",0,0.0375
"1272",0.05,"quad",-0.8,"P16","area",0.06,0.06,24,"img/quad/area/s0.05m-0.8/",0,0.0375
"1273",0.15,"trig",-0.8,"P16","area",-0.04,0.04,25,"img/trig/area/s0.15m-0.8/",0,0.0375
"1274",0.1,"line",0.8,"P16","scatter",0.11,0.11,26,"img/line/scatter/s0.1m0.8/",0,0.0375
"1275",0.05,"quad",0.8,"P16","line",0.03,0.03,27,"img/quad/line/s0.05m0.8/",0,0.0375
"1276",0.1,"line",0.2,"P16","area",0.08,0.08,28,"img/line/area/s0.1m0.2/",0,0.0375
"1277",0.2,"trig",-0.8,"P16","area",-0.24,0.24,29,"img/trig/area/s0.2m-0.8/",0,0.0375
"1278",0.1,"quad",0.8,"P16","area",0.02,0.02,30,"img/quad/area/s0.1m0.8/",0,0.0375
"1279",0.1,"trig",-0.2,"P16","line",0.01,0.01,31,"img/trig/line/s0.1m-0.2/",0,0.0375
"1280",0.15,"line",-0.1,"P16","area",0.02,0.02,32,"img/line/area/s0.15m-0.1/",0,0.0375
"1281",0.2,"quad",0.4,"P16","scatter",0.18,0.18,33,"img/quad/scatter/s0.2m0.4/",0,0.0375
"1282",0.05,"line",0.2,"P16","line",-0.03,0.03,34,"img/line/line/s0.05m0.2/",0,0.0375
"1283",0.15,"trig",-0.4,"P16","area",-0.05,0.05,35,"img/trig/area/s0.15m-0.4/",0,0.0375
"1284",0.1,"quad",0.4,"P16","area",0.2,0.2,36,"img/quad/area/s0.1m0.4/",0,0.0375
"1285",0.1,"trig",0.4,"P16","line",0.05,0.05,37,"img/trig/line/s0.1m0.4/",0,0.0375
"1286",0.15,"line",-0.8,"P16","scatter",-0.11,0.11,39,"img/line/scatter/s0.15m-0.8/",0,0.0375
"1287",0.05,"quad",-0.4,"P16","scatter",0,0,40,"img/quad/scatter/s0.05m-0.4/",0,0.0375
"1288",0.2,"line",-0.2,"P16","area",0.02,0.02,41,"img/line/area/s0.2m-0.2/",0,0.0375
"1289",0.2,"trig",0.8,"P16","scatter",0.11,0.11,42,"img/trig/scatter/s0.2m0.8/",0,0.0375
"1290",0.15,"quad",0.2,"P16","area",0.14,0.14,43,"img/quad/area/s0.15m0.2/",0,0.0375
"1291",0.2,"trig",0.4,"P16","line",0.07,0.07,44,"img/trig/line/s0.2m0.4/",0,0.0375
"1292",0.15,"line",0.1,"P16","line",0.25,0.25,45,"img/line/line/s0.15m0.1/",0,0.0375
"1293",0.2,"quad",0.8,"P16","line",-0.06,0.06,46,"img/quad/line/s0.2m0.8/",0,0.0375
"1294",0.15,"line",0.4,"P16","line",0.15,0.15,47,"img/line/line/s0.15m0.4/",0,0.0375
"1295",0.05,"trig",-0.8,"P16","scatter",-0.01,0.01,48,"img/trig/scatter/s0.05m-0.8/",0,0.0375
"1296",0.05,"quad",-0.4,"P16","area",0.02,0.02,49,"img/quad/area/s0.05m-0.4/",0,0.0375
"1297",0.1,"trig",-0.2,"P16","scatter",-0.13,0.13,50,"img/trig/scatter/s0.1m-0.2/",0,0.0375
"1298",0.15,"line",0.8,"P16","area",0.08,0.08,51,"img/line/area/s0.15m0.8/",0,0.0375
"1299",0.2,"quad",0.1,"P16","line",0.04,0.04,52,"img/quad/line/s0.2m0.1/",0,0.0375
"1300",0.1,"line",-0.8,"P16","scatter",-0.1,0.1,53,"img/line/scatter/s0.1m-0.8/",0,0.0375
"1301",0.2,"trig",-0.8,"P16","line",-0.08,0.08,54,"img/trig/line/s0.2m-0.8/",0,0.0375
"1302",0.2,"quad",0.1,"P16","area",0.09,0.09,55,"img/quad/area/s0.2m0.1/",0,0.0375
"1303",0.05,"trig",-0.2,"P16","area",-0.02,0.02,56,"img/trig/area/s0.05m-0.2/",0,0.0375
"1304",0.2,"line",-0.2,"P16","scatter",-0.26,0.26,58,"img/line/scatter/s0.2m-0.2/",0,0.0375
"1305",0.1,"quad",-0.4,"P16","scatter",-0.09,0.09,59,"img/quad/scatter/s0.1m-0.4/",0,0.0375
"1306",0.2,"line",0.8,"P16","area",-0.1,0.1,60,"img/line/area/s0.2m0.8/",0,0.0375
"1307",0.15,"trig",-0.2,"P16","scatter",-0.01,0.01,61,"img/trig/scatter/s0.15m-0.2/",0,0.0375
"1308",0.1,"quad",-0.8,"P16","line",-0.05,0.05,62,"img/quad/line/s0.1m-0.8/",0,0.0375
"1309",0.1,"trig",0.2,"P16","line",0.04,0.04,63,"img/trig/line/s0.1m0.2/",0,0.0375
"1310",0.1,"line",-0.8,"P16","area",-0.04,0.04,64,"img/line/area/s0.1m-0.8/",0,0.0375
"1311",0.05,"quad",-0.4,"P16","line",-0.01,0.01,65,"img/quad/line/s0.05m-0.4/",0,0.0375
"1312",0.05,"line",-0.1,"P16","scatter",0,0,66,"img/line/scatter/s0.05m-0.1/",0,0.0375
"1313",0.1,"trig",-0.1,"P16","scatter",-0.07,0.07,67,"img/trig/scatter/s0.1m-0.1/",0,0.0375
"1314",0.15,"quad",0.2,"P16","line",0.11,0.11,68,"img/quad/line/s0.15m0.2/",0,0.0375
"1315",0.05,"trig",0.4,"P16","area",0,0,69,"img/trig/area/s0.05m0.4/",0,0.0375
"1316",0.15,"line",0.8,"P16","scatter",0.17,0.17,70,"img/line/scatter/s0.15m0.8/",0,0.0375
"1317",0.1,"quad",-0.4,"P16","line",-0.1,0.1,71,"img/quad/line/s0.1m-0.4/",0,0.0375
"1318",0.15,"line",-0.4,"P16","line",-0.01,0.01,72,"img/line/line/s0.15m-0.4/",0,0.0375
"1319",0.1,"trig",-0.4,"P16","area",-0.1,0.1,73,"img/trig/area/s0.1m-0.4/",0,0.0375
"1320",0.2,"quad",0.2,"P16","area",0.18,0.18,74,"img/quad/area/s0.2m0.2/",0,0.0375
"1321",0.15,"trig",0.1,"P16","area",0.19,0.19,75,"img/trig/area/s0.15m0.1/",0,0.0375
"1322",0.2,"line",-0.4,"P16","area",-0.02,0.02,77,"img/line/area/s0.2m-0.4/",0,0.0375
"1323",0.1,"quad",0.8,"P16","line",0.04,0.04,78,"img/quad/line/s0.1m0.8/",0,0.0375
"1324",0.15,"line",0.1,"P16","scatter",0.44,0.44,79,"img/line/scatter/s0.15m0.1/",0,0.0375
"1325",0.2,"trig",0.1,"P16","scatter",0.16,0.16,80,"img/trig/scatter/s0.2m0.1/",0,0.0375
"1326",0.2,"quad",-0.1,"P16","scatter",0.48,0.48,81,"img/quad/scatter/s0.2m-0.1/",0,0.0375
"1327",0.05,"trig",-0.2,"P16","scatter",-0.05,0.05,82,"img/trig/scatter/s0.05m-0.2/",0,0.0375
"1328",0.15,"line",-0.1,"P16","line",-0.02,0.02,83,"img/line/line/s0.15m-0.1/",0,0.0375
"1329",0.05,"quad",0.4,"P16","line",-0.02,0.02,84,"img/quad/line/s0.05m0.4/",0,0.0375
"1330",0.15,"line",-0.2,"P16","area",-0.01,0.01,85,"img/line/area/s0.15m-0.2/",0,0.0375
"1331",0.05,"trig",-0.2,"P16","line",-0.03,0.03,86,"img/trig/line/s0.05m-0.2/",0,0.0375
"1332",0.05,"quad",0.4,"P16","scatter",0.02,0.02,87,"img/quad/scatter/s0.05m0.4/",0,0.0375
"1333",0.15,"trig",-0.1,"P16","scatter",-0.39,0.39,88,"img/trig/scatter/s0.15m-0.1/",0,0.0375
"1334",0.15,"line",0.8,"P16","line",-0.01,0.01,89,"img/line/line/s0.15m0.8/",0,0.0375
"1335",0.1,"quad",0.4,"P16","scatter",0.18,0.18,90,"img/quad/scatter/s0.1m0.4/",0,0.0375
"1336",0.15,"line",0.4,"P16","area",0.02,0.02,91,"img/line/area/s0.15m0.4/",0,0.0375
"1337",0.05,"trig",0.8,"P16","area",0.02,0.02,92,"img/trig/area/s0.05m0.8/",0,0.0375
"1338",0.15,"quad",-0.4,"P16","scatter",-0.21,0.21,93,"img/quad/scatter/s0.15m-0.4/",0,0.0375
"1339",0.2,"trig",0.4,"P16","area",0.18,0.18,94,"img/trig/area/s0.2m0.4/",0,0.0375
"1340",0.1,"line",0.1,"P16","scatter",0.13,0.13,95,"img/line/scatter/s0.1m0.1/",0,0.0375
"1341",0.05,"quad",0.1,"P16","area",0.08,0.08,96,"img/quad/area/s0.05m0.1/",0,0.0375
"1342",0.15,"line",-0.2,"P16","line",-0.1,0.1,97,"img/line/line/s0.15m-0.2/",0,0.0375
"1343",0.2,"trig",0.2,"P16","line",0.16,0.16,98,"img/trig/line/s0.2m0.2/",0,0.0375
"1344",0.2,"quad",-0.4,"P16","scatter",-0.49,0.49,99,"img/quad/scatter/s0.2m-0.4/",0,0.0375
"1345",0.05,"quad",-0.8,"P17","line",-0.03,0.03,0,"img/quad/line/s0.05m-0.8/",0,0.02
"1346",0.05,"trig",0.2,"P17","area",0.04,0.04,1,"img/trig/area/s0.05m0.2/",0,0.02
"1347",0.1,"line",-0.1,"P17","area",0.01,0.01,2,"img/line/area/s0.1m-0.1/",0,0.02
"1348",0.05,"trig",-0.1,"P17","area",-0.1,0.1,3,"img/trig/area/s0.05m-0.1/",0,0.02
"1349",0.1,"quad",0.1,"P17","line",0.1,0.1,4,"img/quad/line/s0.1m0.1/",0,0.02
"1350",0.15,"line",0.2,"P17","scatter",0.05,0.05,5,"img/line/scatter/s0.15m0.2/",0,0.02
"1351",0.2,"quad",-0.1,"P17","area",-0.18,0.18,6,"img/quad/area/s0.2m-0.1/",0,0.02
"1352",0.2,"trig",0.2,"P17","scatter",-0.07,0.07,7,"img/trig/scatter/s0.2m0.2/",0,0.02
"1353",0.05,"line",0.1,"P17","scatter",0.03,0.03,8,"img/line/scatter/s0.05m0.1/",0,0.02
"1354",0.05,"trig",-0.1,"P17","line",-0.07,0.07,9,"img/trig/line/s0.05m-0.1/",0,0.02
"1355",0.05,"quad",0.1,"P17","line",0.03,0.03,10,"img/quad/line/s0.05m0.1/",0,0.02
"1356",0.15,"line",0.4,"P17","scatter",0.14,0.14,11,"img/line/scatter/s0.15m0.4/",0,0.02
"1357",0.2,"quad",-0.1,"P17","line",-0.14,0.14,12,"img/quad/line/s0.2m-0.1/",0,0.02
"1358",0.1,"trig",0.1,"P17","area",0.06,0.06,13,"img/trig/area/s0.1m0.1/",0,0.02
"1359",0.1,"line",-0.2,"P17","area",-0.06,0.06,14,"img/line/area/s0.1m-0.2/",0,0.02
"1360",0.2,"trig",-0.4,"P17","line",0.01,0.01,15,"img/trig/line/s0.2m-0.4/",0,0.02
"1361",0.2,"quad",-0.2,"P17","line",-0.18,0.18,16,"img/quad/line/s0.2m-0.2/",0,0.02
"1362",0.05,"line",0.2,"P17","scatter",0.04,0.04,17,"img/line/scatter/s0.05m0.2/",0,0.02
"1363",0.1,"quad",-0.1,"P17","line",-0.07,0.07,18,"img/quad/line/s0.1m-0.1/",0,0.02
"1364",0.1,"trig",0.2,"P17","scatter",0.22,0.22,20,"img/trig/scatter/s0.1m0.2/",0,0.02
"1365",0.2,"line",-0.8,"P17","scatter",-0.26,0.26,21,"img/line/scatter/s0.2m-0.8/",0,0.02
"1366",0.15,"trig",-0.8,"P17","line",-0.05,0.05,22,"img/trig/line/s0.15m-0.8/",0,0.02
"1367",0.05,"quad",0.8,"P17","scatter",0.05,0.05,23,"img/quad/scatter/s0.05m0.8/",0,0.02
"1368",0.05,"line",-0.8,"P17","area",0,0,24,"img/line/area/s0.05m-0.8/",0,0.02
"1369",0.15,"quad",-0.8,"P17","area",-0.03,0.03,25,"img/quad/area/s0.15m-0.8/",0,0.02
"1370",0.1,"trig",0.8,"P17","scatter",0.01,0.01,26,"img/trig/scatter/s0.1m0.8/",0,0.02
"1371",0.05,"line",0.8,"P17","line",0.05,0.05,27,"img/line/line/s0.05m0.8/",0,0.02
"1372",0.1,"trig",0.2,"P17","area",0.13,0.13,28,"img/trig/area/s0.1m0.2/",0,0.02
"1373",0.2,"quad",-0.8,"P17","area",-0.03,0.03,29,"img/quad/area/s0.2m-0.8/",0,0.02
"1374",0.1,"line",0.8,"P17","area",-0.01,0.01,30,"img/line/area/s0.1m0.8/",0,0.02
"1375",0.1,"quad",-0.2,"P17","line",-0.02,0.02,31,"img/quad/line/s0.1m-0.2/",0,0.02
"1376",0.15,"trig",-0.1,"P17","area",-0.05,0.05,32,"img/trig/area/s0.15m-0.1/",0,0.02
"1377",0.2,"line",0.4,"P17","scatter",0.31,0.31,33,"img/line/scatter/s0.2m0.4/",0,0.02
"1378",0.05,"trig",0.2,"P17","line",0.05,0.05,34,"img/trig/line/s0.05m0.2/",0,0.02
"1379",0.15,"quad",-0.4,"P17","area",-0.03,0.03,35,"img/quad/area/s0.15m-0.4/",0,0.02
"1380",0.1,"line",0.4,"P17","area",0.03,0.03,36,"img/line/area/s0.1m0.4/",0,0.02
"1381",0.1,"quad",0.4,"P17","line",0.02,0.02,37,"img/quad/line/s0.1m0.4/",0,0.02
"1382",0.15,"trig",-0.8,"P17","scatter",-0.12,0.12,39,"img/trig/scatter/s0.15m-0.8/",0,0.02
"1383",0.05,"line",-0.4,"P17","scatter",-0.02,0.02,40,"img/line/scatter/s0.05m-0.4/",0,0.02
"1384",0.2,"trig",-0.2,"P17","area",-0.16,0.16,41,"img/trig/area/s0.2m-0.2/",0,0.02
"1385",0.2,"quad",0.8,"P17","scatter",0.15,0.15,42,"img/quad/scatter/s0.2m0.8/",0,0.02
"1386",0.15,"line",0.2,"P17","area",0.03,0.03,43,"img/line/area/s0.15m0.2/",0,0.02
"1387",0.2,"quad",0.4,"P17","line",0.12,0.12,44,"img/quad/line/s0.2m0.4/",0,0.02
"1388",0.15,"trig",0.1,"P17","line",0.08,0.08,45,"img/trig/line/s0.15m0.1/",0,0.02
"1389",0.2,"line",0.8,"P17","line",-0.01,0.01,46,"img/line/line/s0.2m0.8/",0,0.02
"1390",0.15,"trig",0.4,"P17","line",0.07,0.07,47,"img/trig/line/s0.15m0.4/",0,0.02
"1391",0.05,"quad",-0.8,"P17","scatter",0.02,0.02,48,"img/quad/scatter/s0.05m-0.8/",0,0.02
"1392",0.05,"line",-0.4,"P17","area",0.01,0.01,49,"img/line/area/s0.05m-0.4/",0,0.02
"1393",0.1,"quad",-0.2,"P17","scatter",-0.08,0.08,50,"img/quad/scatter/s0.1m-0.2/",0,0.02
"1394",0.15,"trig",0.8,"P17","area",0.12,0.12,51,"img/trig/area/s0.15m0.8/",0,0.02
"1395",0.2,"line",0.1,"P17","line",0.07,0.07,52,"img/line/line/s0.2m0.1/",0,0.02
"1396",0.1,"trig",-0.8,"P17","scatter",-0.05,0.05,53,"img/trig/scatter/s0.1m-0.8/",0,0.02
"1397",0.2,"quad",-0.8,"P17","line",0.04,0.04,54,"img/quad/line/s0.2m-0.8/",0,0.02
"1398",0.2,"line",0.1,"P17","area",-0.07,0.07,55,"img/line/area/s0.2m0.1/",0,0.02
"1399",0.05,"quad",-0.2,"P17","area",0.02,0.02,56,"img/quad/area/s0.05m-0.2/",0,0.02
"1400",0.2,"trig",-0.2,"P17","scatter",-0.13,0.13,58,"img/trig/scatter/s0.2m-0.2/",0,0.02
"1401",0.1,"line",-0.4,"P17","scatter",-0.06,0.06,59,"img/line/scatter/s0.1m-0.4/",0,0.02
"1402",0.2,"trig",0.8,"P17","area",-0.03,0.03,60,"img/trig/area/s0.2m0.8/",0,0.02
"1403",0.15,"quad",-0.2,"P17","scatter",-0.05,0.05,61,"img/quad/scatter/s0.15m-0.2/",0,0.02
"1404",0.1,"line",-0.8,"P17","line",0.07,0.07,62,"img/line/line/s0.1m-0.8/",0,0.02
"1405",0.1,"quad",0.2,"P17","line",0.13,0.13,63,"img/quad/line/s0.1m0.2/",0,0.02
"1406",0.1,"trig",-0.8,"P17","area",0.03,0.03,64,"img/trig/area/s0.1m-0.8/",0,0.02
"1407",0.05,"line",-0.4,"P17","line",0,0,65,"img/line/line/s0.05m-0.4/",0,0.02
"1408",0.05,"trig",-0.1,"P17","scatter",-0.02,0.02,66,"img/trig/scatter/s0.05m-0.1/",0,0.02
"1409",0.1,"quad",-0.1,"P17","scatter",0.01,0.01,67,"img/quad/scatter/s0.1m-0.1/",0,0.02
"1410",0.15,"line",0.2,"P17","line",0,0,68,"img/line/line/s0.15m0.2/",0,0.02
"1411",0.05,"quad",0.4,"P17","area",-0.02,0.02,69,"img/quad/area/s0.05m0.4/",0,0.02
"1412",0.15,"trig",0.8,"P17","scatter",0.15,0.15,70,"img/trig/scatter/s0.15m0.8/",0,0.02
"1413",0.1,"line",-0.4,"P17","line",0,0,71,"img/line/line/s0.1m-0.4/",0,0.02
"1414",0.15,"trig",-0.4,"P17","line",-0.09,0.09,72,"img/trig/line/s0.15m-0.4/",0,0.02
"1415",0.1,"quad",-0.4,"P17","area",0.06,0.06,73,"img/quad/area/s0.1m-0.4/",0,0.02
"1416",0.2,"line",0.2,"P17","area",0.17,0.17,74,"img/line/area/s0.2m0.2/",0,0.02
"1417",0.15,"quad",0.1,"P17","area",0.02,0.02,75,"img/quad/area/s0.15m0.1/",0,0.02
"1418",0.2,"trig",-0.4,"P17","area",-0.16,0.16,77,"img/trig/area/s0.2m-0.4/",0,0.02
"1419",0.1,"line",0.8,"P17","line",0,0,78,"img/line/line/s0.1m0.8/",0,0.02
"1420",0.15,"trig",0.1,"P17","scatter",0.37,0.37,79,"img/trig/scatter/s0.15m0.1/",0,0.02
"1421",0.2,"quad",0.1,"P17","scatter",0.03,0.03,80,"img/quad/scatter/s0.2m0.1/",0,0.02
"1422",0.2,"line",-0.1,"P17","scatter",0.29,0.29,81,"img/line/scatter/s0.2m-0.1/",0,0.02
"1423",0.05,"quad",-0.2,"P17","scatter",-0.01,0.01,82,"img/quad/scatter/s0.05m-0.2/",0,0.02
"1424",0.15,"trig",-0.1,"P17","line",0.23,0.23,83,"img/trig/line/s0.15m-0.1/",0,0.02
"1425",0.05,"line",0.4,"P17","line",0,0,84,"img/line/line/s0.05m0.4/",0,0.02
"1426",0.15,"trig",-0.2,"P17","area",-0.11,0.11,85,"img/trig/area/s0.15m-0.2/",0,0.02
"1427",0.05,"quad",-0.2,"P17","line",-0.03,0.03,86,"img/quad/line/s0.05m-0.2/",0,0.02
"1428",0.05,"line",0.4,"P17","scatter",-0.01,0.01,87,"img/line/scatter/s0.05m0.4/",0,0.02
"1429",0.15,"quad",-0.1,"P17","scatter",-0.16,0.16,88,"img/quad/scatter/s0.15m-0.1/",0,0.02
"1430",0.15,"trig",0.8,"P17","line",0.03,0.03,89,"img/trig/line/s0.15m0.8/",0,0.02
"1431",0.1,"line",0.4,"P17","scatter",0.13,0.13,90,"img/line/scatter/s0.1m0.4/",0,0.02
"1432",0.15,"trig",0.4,"P17","area",0,0,91,"img/trig/area/s0.15m0.4/",0,0.02
"1433",0.05,"quad",0.8,"P17","area",0.02,0.02,92,"img/quad/area/s0.05m0.8/",0,0.02
"1434",0.15,"line",-0.4,"P17","scatter",-0.05,0.05,93,"img/line/scatter/s0.15m-0.4/",0,0.02
"1435",0.2,"quad",0.4,"P17","area",0.14,0.14,94,"img/quad/area/s0.2m0.4/",0,0.02
"1436",0.1,"trig",0.1,"P17","scatter",-0.05,0.05,95,"img/trig/scatter/s0.1m0.1/",0,0.02
"1437",0.05,"line",0.1,"P17","area",0.02,0.02,96,"img/line/area/s0.05m0.1/",0,0.02
"1438",0.15,"trig",-0.2,"P17","line",-0.1,0.1,97,"img/trig/line/s0.15m-0.2/",0,0.02
"1439",0.2,"quad",0.2,"P17","line",0.07,0.07,98,"img/quad/line/s0.2m0.2/",0,0.02
"1440",0.2,"line",-0.4,"P17","scatter",0.12,0.12,99,"img/line/scatter/s0.2m-0.4/",0,0.02
"1441",0.05,"line",-0.8,"P18","line",-0.01,0.01,0,"img/line/line/s0.05m-0.8/",0,0.005
"1442",0.05,"quad",0.2,"P18","area",0.06,0.06,1,"img/quad/area/s0.05m0.2/",0,0.005
"1443",0.1,"trig",-0.1,"P18","area",-0.09,0.09,2,"img/trig/area/s0.1m-0.1/",0,0.005
"1444",0.05,"quad",-0.1,"P18","area",0,0,3,"img/quad/area/s0.05m-0.1/",0,0.005
"1445",0.1,"line",0.1,"P18","line",0.08,0.08,4,"img/line/line/s0.1m0.1/",0,0.005
"1446",0.15,"trig",0.2,"P18","scatter",0.12,0.12,5,"img/trig/scatter/s0.15m0.2/",0,0.005
"1447",0.2,"line",-0.1,"P18","area",-0.1,0.1,6,"img/line/area/s0.2m-0.1/",0,0.005
"1448",0.2,"quad",0.2,"P18","scatter",0.23,0.23,7,"img/quad/scatter/s0.2m0.2/",0,0.005
"1449",0.05,"trig",0.1,"P18","scatter",0,0,8,"img/trig/scatter/s0.05m0.1/",0,0.005
"1450",0.05,"quad",-0.1,"P18","line",-0.03,0.03,9,"img/quad/line/s0.05m-0.1/",0,0.005
"1451",0.05,"line",0.1,"P18","line",0.03,0.03,10,"img/line/line/s0.05m0.1/",0,0.005
"1452",0.15,"trig",0.4,"P18","scatter",0.17,0.17,11,"img/trig/scatter/s0.15m0.4/",0,0.005
"1453",0.2,"line",-0.1,"P18","line",-0.12,0.12,12,"img/line/line/s0.2m-0.1/",0,0.005
"1454",0.1,"quad",0.1,"P18","area",0.1,0.1,13,"img/quad/area/s0.1m0.1/",0,0.005
"1455",0.1,"trig",-0.2,"P18","area",0,0,14,"img/trig/area/s0.1m-0.2/",0,0.005
"1456",0.2,"quad",-0.4,"P18","line",0.03,0.03,15,"img/quad/line/s0.2m-0.4/",0,0.005
"1457",0.2,"line",-0.2,"P18","line",-0.05,0.05,16,"img/line/line/s0.2m-0.2/",0,0.005
"1458",0.05,"trig",0.2,"P18","scatter",0,0,17,"img/trig/scatter/s0.05m0.2/",0,0.005
"1459",0.1,"line",-0.1,"P18","line",-0.06,0.06,18,"img/line/line/s0.1m-0.1/",0,0.005
"1460",0.1,"quad",0.2,"P18","scatter",0.02,0.02,20,"img/quad/scatter/s0.1m0.2/",0,0.005
"1461",0.2,"trig",-0.8,"P18","scatter",0,0,21,"img/trig/scatter/s0.2m-0.8/",0,0.005
"1462",0.15,"quad",-0.8,"P18","line",0,0,22,"img/quad/line/s0.15m-0.8/",0,0.005
"1463",0.05,"line",0.8,"P18","scatter",0.01,0.01,23,"img/line/scatter/s0.05m0.8/",0,0.005
"1464",0.05,"trig",-0.8,"P18","area",-0.02,0.02,24,"img/trig/area/s0.05m-0.8/",0,0.005
"1465",0.15,"line",-0.8,"P18","area",-0.09,0.09,25,"img/line/area/s0.15m-0.8/",0,0.005
"1466",0.1,"quad",0.8,"P18","scatter",0.03,0.03,26,"img/quad/scatter/s0.1m0.8/",0,0.005
"1467",0.05,"trig",0.8,"P18","line",0.02,0.02,27,"img/trig/line/s0.05m0.8/",0,0.005
